EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
115,7.0,23,3.0,0,14155,04-03-2012,4,80,1,Marketing,Rarely,Y,4,99,0,3,838,yes,F,Y,3,0,0,Good performer,1,3,35.0,3.0,research & development,nan,4.0,SINGLE,1,0,1,Laboratory Technician
116,24.0,14,2.0,5,13870,04-26-2006,1,80,1,,No Travel,no,8,72,5,3,211,False,Male,Y,4,3,0,New hire,2,0,nan,2.0,Research & Development,nan,4.0,Divorsed,4,2,2,Research Scientist
117,0.0,14,1.0,0,18702,2012-08-08,3,80,1,Medical,travel_rarely,No,4,52,0,3,1271,N,m,Y,2,4,0,Flight risk,4,1,36.0,2.0,Research & Development,$12984.0,1.0,MARRIED,3,0,3,Laboratory Technician
118,10.0,15,2.0,5,5717,10-01-2012,2,80,1,Technical Degree,travel_rarely,NO,11,74,5,3,814,Yes,MALE,Y,3,4,0,Exceeded expectations,1,2,26.0,,Research & Development,$4438.0,2.0,M,4,3,2,Research Director
119,3.0,13,2.0,2,23875,02-28-2017,2,80,1,Medical,travel_rarely,NO,3,52,0,3,976,yes,M,Y,3,4,2,Remote worker,2,0,47.0,,R&D,6610.0,2.0,married,4,2,5,Laboratory Technician
120,5.0,19,1.0,5,3374,08-12-2011,3,80,1,Medical,non-travel,yes,8,63,4,4,1471,0,F,Y,3,3,2,Top performer,5,2,43.0,4.0,sales,nan,4.0,Single,4,4,4,Sales Representative
121,20.0,14,2.0,4,23826,2013-06-13,4,80,1,Life Sciences,Rarely,N,1 km,45,0,3,1481,Y,m,Y,2,6,2,,1,3,44.0,4.0,Sale,2728.0,2.0,single,3,1,2,Sales Representative
122,39.0,24,1.0,9,10679,11-29-2013,1,80,1,Technical Degree,Travel Rarely,no,11,92,8,3,1179,no,female,Y,4,2,1,On PIP,3,0,28.0,4.0,Research&Development,11823.0,4.0,M,4,9,3,Laboratory Technician
123,2.0,20,1.0,2,18834,08/02/2013,3,80,1,Medical,travel_rarely,YES,6,80,0,3,912,0,F,Y,2,2,2,Top performer,2,2,49.0,2.0,Sales,7876.0,4.0,single,3,2,4,Sales Representative
124,29.0,21,4.0,5,26928,2018-07-08,4,80,1,Life Sciences,Travel_Frequently,N,1,61,0,3,1439,False,Male,Y,2,0,0,Exceeded expectations,3,0,24.0 years,1.0,research & development,8442.0,4.0,Married,3,2,5,Laboratory Technician
125,11.0,21,3.0,1,15427,02-05-2020,3,80,1,Life Sciences,Travel_Rarely,No,2,67,1,3,1063,No,f,Y,4,6,0,Recently promoted,2,0,42.0,2.0,research & development,6747.0,1.0,divorced,2,1,4,Healthcare Representative
126,30.0,14,2.0,2,25564,14/02/2009,4,80,1,Marketing,Travel_Rarely,No,11,85,0,4,1308,N,male,Y,3,2,2,Recently promoted,1,2,56.0,3.0,Saless,5504.0,1.0,Divorsed,3,0,3,Sales Executive
127,8.0,16,1.0,2,3940,21/07/2021,4,80,1,Life Sciences,Travel Frequently,N,5,98,2,3,1177,False,M,Y,3,4,2,Top performer,3,3,28.0,4.0,research & development,10185.0,4.0,M,4,0,4,Research Scientist
128,,18,2.0,0,4367,2007-11-13,3,80,1,Other,Travel_Rarely,yes,1 km,46,0,3,136,YES,M,Y,4,1,0,Remote worker,1,1,31.0,4.0,,3954.0,4.0,SINGLE,3,0,3,Healthcare Representative
129,22.0,23,2.0,1,13428,08-06-2016,3,80,1,Life Sciences,Non-Travel,YES,27,68,1,3,1112,No,FEMALE,Y,4,2,1,Meets expectations,2,0,nan,4.0,Saless,7888.0,4.0,Divorsed,4,1,3,Sales Representative
130,1.0,17,5.0,1,26271,2006-09-25,3,80,1,Marketing,Rarely,Y,10 km,70,1,3,1393,Yes,female,Y,2,3,1,Average,1,1,32.0,2.0,Research and Development,5515.0,2.0,Divorsed,2,0,2,Healthcare Representative
131,3.0,14,0.0,3,18631,2007-10-16,4,80,1,Life Sciences,Travel Rarely,no,25 km,77,3,3,962,No,m,Y,3,3,3,Excellent team player,1,1,23.0,4.0,Saless,$2845.0,4.0,Single,4,0,2,Manager
132,2.0,14,,2,21887,03-28-2013,3,80,1,Medical,Travel Rarely,N,4,57,2,3,831,No,Female,Y,3,2,0,On PIP,5,0,37.0,3.0,Research & Development,17825.0,3.0,married,1,0,3,Research Scientist
133,8.0,15,2.0,1,18862,2008-11-17,2,80,1,Technical Degree,Travel_Frequently,N,5,79,1,3,1351,0,M,Y,4,3,1,Average,2,3,27.0,2.0,Research & Development,nan,2.0,S,4,1,2,Laboratory Technician
134,16.0,20,,0,21144,11-15-2020,4,80,1,Medical,Travel Rarely,NO,18 km,30,0,4,909,True,m,Y,3,1,0,Recently promoted,5,0,41.0 years,3.0,Research&Development,16973.0,3.0,Divorced,4,0,1,Laboratory Technician
135,14.0,15,4.0,10,14655,09-16-2009,4,80,1,Medical,Rarely,Yes,5,79,0,3,1124,NO,MALE,Y,3,3,3,New hire,1,0,28.0,3.0,Research and Development,nan,3.0,Divorced,1,0,4,Laboratory Technician
136,12.0,22,3.0,12,9968,11-22-2021,3,80,1,Life Sciences,Frequently,No,9,48,0,3,122,N,F,Y,3,1,0,Excellent team player,2,0,50.0,4.0,Research and Development,7209.0,,single,3,2,1,Manufacturing Director
137,4.0,11,3.0,3,18292,06-15-2016,3,80,1,Life Sciences,travel_rarely,No,2,88,2,3,895,No,female,Y,3,3,2,Key talent,1,0,29.0,3.0,Research & Development,3464.0,2.0,D,4,0,3,Research Scientist
138,1.0,23,,0,24324,01-01-2011,3,80,1,Life Sciences,Frequently,No,4,97,0,4,595,Y,m,Y,4,2,0,Excellent team player,3,1,34.0 years,2.0,SALES,10571.0,3.0,M,3,0,3,Sales Representative
139,2.0,18,2.0,2,22836,2010-06-13,2,80,1,Medical,travel_rarely,NO,1,96,2,3,999,no,Male,Y,2,3,2,,3,0,44.0,1.0,Sale,13437.0,3.0,Divorced,1,2,5,Sales Representative
140,13.0,20,1.0,0,16743,2016-03-22,3,80,1,Life Sciences,Travel_Rarely,yes,1,70,0,3,524,True,MALE,Y,4,1,0,High potential,1,2,25.0 years,1.0,R&D,2957.0,2.0,Married,4,0,3,Research Scientist
141,1.0,23,2.0,1,3368,10-30-2007,2,80,1,Life Sciences,travel_rarely,N,1,39,1,3,799,True,m,Y,3,2,0,,4,0,39.0,4.0,research & development,16538.0,2.0,DIVORCED,3,1,1,Healthcare Representative
142,2.0,15,0.0,2,4226,2007-08-29,3,80,1,Medical,travel_rarely,NO,1,57,1,4,117,No,M,Y,3,2,0,,1,0,48.0,4.0,Research & Development,4610.0,,single,2,1,3,Laboratory Technician
143,5.0,13,3.0,1,13688,07-08-2009,3,80,1,Medical,Travel_Frequently,No,29 km,63,1,3,726,No,Female,Y,3,4,1,Average,2,1,22.0,4.0,SALES,8053.0,4.0,MARRIED,1,1,4,Manager
144,0.0,13,1.0,0,5612,19/09/2004,1,80,1,Medical,travel_rarely,Yes,2,68,0,3,1162,True,M,Y,2,3,0,Top performer,5,0,38.0 years,2.0,H.R.,15369.0,4.0,Single,4,0,5,Human Resources
145,2.0,14,1.0,2,23946,2018-09-08,1,80,1,Life Sciences,Frequently,YES,8,85,2,3,1333,Y,M,Y,4,5,0,,4,1,39.0,2.0,R&D,$12843.0,2.0,Divorsed,1,2,3,Research Scientist
146,1.0,22,3.0,1,14199,2021-04-29,2,80,1,Life Sciences,Travel_Rarely,N,14 km,81,0,4,310,NO,male,Y,1,5,0,Excellent team player,5,2,44.0,4.0,Saless,16245.0,2.0,Divorced,4,1,3,Sales Executive
147,30.0,17,1.0,19,12034,2021-06-03,3,80,1,Human Resources,Travel Rarely,NO,6,32,2,3,664,no,female,Y,2,3,4,,1,1,25.0 years,4.0,Research & Development,3431.0,4.0,D,4,0,4,Research Scientist
148,2.0,15,3.0,0,13569,24/04/2007,2,80,1,Life Sciences,travel_rarely,N,1,52,0,3,1071,False,F,Y,2,4,0,Needs improvement,1,1,25.0,1.0,Research and Development,4686.0,2.0,D,2,0,2,Research Director
149,19.0,11,2.0,0,3059,09-13-2019,2,80,1,Technical Degree,Rarely,YES,10,46,0,3,1404,YES,MALE,Y,2,3,0,Remote worker,1,2,41.0,,Research&Development,4389.0,,SINGLE,3,0,3,Research Scientist
150,1.0,24,3.0,1,20028,25/04/2021,4,80,1,Technical Degree,Travel Rarely,no,7,55,1,3,232,N,female,Y,3,3,0,Recently promoted,2,3,39.0,2.0,Research&Development,10776.0,2.0,Married,4,1,3,Manufacturing Director
151,20.0,22,4.0,15,15115,01-23-2021,3,80,1,Marketing,Travel_Rarely,No,10,47,0,3,548,0,male,Y,2,3,1,,3,0,39.0,4.0,R&D,9251.0,3.0,single,4,0,1,Laboratory Technician
152,9.0,23,0.0,9,23649,24/05/2015,3,80,1,Life Sciences,Non-Travel,no,11,75,7,3,363,No,male,Y,3,2,3,,1,1,40.0,1.0,R&D,5154.0,4.0,S,3,5,3,Laboratory Technician
153,18.0,15,0.0,4,20195,2023-11-19,3,80,1,Marketing,Travel_Rarely,YES,29,99,1,3,210,0,male,Y,3,2,1,Flight risk,3,0,30.0,4.0,SALES,11371.0,4.0,S,4,0,2,Sales Executive
154,20.0,24,1.0,0,4193,08/09/2010,2,80,1,Marketing,Rarely,no,6,60,0,3,949,False,Male,Y,4,3,0,Needs improvement,1,0,39.0,,R&D,3394.0,4.0,Married,2,0,3,Laboratory Technician
155,9.0,15,5.0,0,18551,2004-12-02,2,80,1,Medical,Travel Rarely,N,3 km,38,0,3,1361,Y,M,Y,2,3,0,Good performer,1,0,39.0,3.0,Research&Development,6030.0,4.0,single,3,0,5,Laboratory Technician
156,24.0,16,3.0,7,18128,2014-06-02,3,80,1,Life Sciences,Travel_Rarely,NO,8,64,1,3,1000,N,Female,Y,2,2,6,Key talent,3,3,30.0 years,2.0,Research&Development,10402.0,4.0,SINGLE,1,1,2,Research Scientist
157,8.0,24,1.0,4,25826,09-25-2015,3,80,1,Life Sciences,Frequently,N,1,89,4,3,858,N,f,Y,2,1,2,On PIP,2,1,53.0,3.0,Research & Development,4261.0,3.0,single,3,0,4,Healthcare Representative
158,12.0,17,2.0,3,6182,2006-01-20,3,80,1,Life Sciences,Rarely,no,18,92,3,3,960,N,f,Y,4,3,3,Transferred from other dept,3,0,41.0,3.0,Research&Development,11989.0,1.0,Single,3,3,1,Research Scientist
159,5.0,15,4.0,3,26729,12/01/2009,3,80,1,Medical,Travel Rarely,Yes,1,81,3,3,996,False,m,Y,3,5,3,Key talent,1,0,26.0,4.0,Research and Development,3324.0,3.0,Divorsed,4,0,3,Laboratory Technician
160,24.0,23,,6,20928,2018-12-09,3,80,1,,Travel_Rarely,NO,3,77,1,3,961,No,Male,Y,3,2,0,Flight risk,3,3,42.0 years,1.0,research & development,9428.0,2.0,married,4,1,1,Laboratory Technician
161,17.0,21,1.0,9,5868,18/09/2023,1,80,1,Life Sciences,Travel_Rarely,N,13,90,0,3,1296,0,F,Y,3,3,0,Average,1,0,28.0,4.0,Research & Development,6031.0,4.0,Divorsed,4,1,5,Research Scientist
162,1.0,24,2.0,1,10506,2013-08-03,4,80,1,Medical,travel_rarely,no,7,53,1,3,292,no,m,Y,2,6,1,Meets expectations,1,0,nan,1.0,Research & Development,4479.0,3.0,married,2,1,4,Research Director
163,8.0,12,3.0,1,7950,08-13-2005,3,80,1,Life Sciences,Travel_Rarely,YES,4,87,1,3,614,Yes,male,Y,2,2,0,On PIP,3,2,47.0 years,2.0,Research and Development,12376.0,4.0,Single,3,1,3,Laboratory Technician
164,22.0,24,1.0,5,10914,2005-02-21,4,80,1,Medical,Travel Rarely,No,5,93,1,3,889,N,m,Y,4,4,1,Meets expectations,4,1,29.0,3.0,SALES,$15815.0,4.0,DIVORCED,2,4,4,Sales Executive
165,15.0,12,3.0,12,16141,01/09/2008,4,80,1,Technical Degree,Rarely,NO,15,59,0,3,1067,False,FEMALE,Y,2,4,3,High potential,1,0,45.0,1.0,sales,4032.0,2.0,married,2,12,3,Sales Executive
166,32.0,23,0.0,2,13537,2010-06-06,2,80,1,Life Sciences,Travel Frequently,No,3,58,0,3,183,Y,male,Y,4,2,2,Meets expectations,1,0,40.0,,Research & Development,6189.0,4.0,Single,2,0,5,Laboratory Technician
167,2.0,14,3.0,1,18154,02/03/2007,4,80,1,Life Sciences,Travel_Rarely,no,16,39,1,3,897,No,male,Y,4,1,0,Exceeded expectations,2,3,44.0,4.0,R&D,6866.0,4.0,single,3,1,4,Laboratory Technician
168,4.0,11,1.0,1,4309,12-12-2005,4,80,1,Life Sciences,Rarely,Y,1 km,68,1,3,179,0,female,Y,3,2,1,On PIP,1,3,54.0,4.0,Research&Development,8349.0,4.0,Single,4,0,4,Manufacturing Director
169,7.0,17,0.0,1,8630,24/02/2023,4,80,1,Medical,Travel Rarely,YES,11,84,0,3,1332,1,m,Y,4,2,1,Flight risk,3,0,34.0,2.0,,9960.0,4.0,SINGLE,3,1,3,Research Scientist
170,2.0,23,2.0,0,12693,28/12/2016,3,80,1,Medical,Travel_Rarely,NO,15,57,0,3,621,NO,male,Y,1,5,0,Excellent team player,3,0,30.0,1.0,Research & Development,12539.0,2.0,M,4,0,2,Research Scientist
171,5.0,11,2.0,4,16778,2008-06-22,4,80,1,Human Resources,Travel_Rarely,Y,1,47,0,3,1322,YES,MALE,Y,1,2,4,,1,0,nan,4.0,Research & Development,6265.0,4.0,MARRIED,4,4,3,Healthcare Representative
172,7.0,13,4.0,1,13525,11-27-2004,3,80,1,Life Sciences,Travel_Frequently,NO,4 km,70,1,3,333,False,Male,Y,2,5,1,Flight risk,2,1,29.0,2.0,research & development,8474.0,3.0,S,3,1,2,Research Scientist
173,2.0,20,3.0,2,25070,11/03/2013,4,80,1,Human Resources,travel_rarely,NO,1,94,2,3,343,NO,FEMALE,Y,2,2,2,Good performer,3,1,36.0,4.0,Sales,9994.0,4.0,S,4,2,3,Sales Representative
174,2.0,17,2.0,0,15416,30/01/2019,3,80,1,Life Sciences,travel_rarely,NO,9,75,0,3,948,N,M,Y,2,5,0,Remote worker,1,0,40.0,2.0,Research&Development,$4772.0,,Divorsed,1,0,3,Research Scientist
175,1.0,21,2.0,0,20407,02-16-2008,4,80,1,Medical,travel_rarely,NO,6,89,0,3,492,No,male,Y,3,2,0,Excellent team player,2,2,39.0,3.0,R&D,4769.0,1.0,single,3,0,3,Healthcare Representative
176,,22,0.0,3,18733,08-08-2022,3,80,1,Life Sciences,Rarely,N,8,38,0,3,108,False,FEMALE,Y,1,3,3,Meets expectations,1,1,44.0,4.0,R&D,nan,4.0,Married,3,3,1,Laboratory Technician
177,4.0,22,1.0,3,10629,2016-06-12,3,80,1,Technical Degree,Travel Rarely,no,1,74,1,3,712,False,f,Y,3,1,1,Flight risk,2,1,37.0,4.0,Sale,8524.0,4.0,Divorced,2,0,2,Sales Representative
178,2.0,16,2.0,1,10360,2007-11-05,4,80,1,Medical,Rarely,NO,1,89,1,3,906,No,F,Y,2,2,0,High potential,1,3,50.0,1.0,Saless,5200.0,,Single,3,1,3,Sales Executive
179,7.0,17,2.0,7,14011,06-28-2007,3,80,1,Medical,Rarely,N,1,57,2,4,814,NO,MALE,Y,1,2,7,Needs improvement,3,0,34.0,2.0,R&D,6540.0,4.0,SINGLE,3,7,5,Research Scientist
180,0.0,15,1.0,0,9953,11-15-2018,1,80,1,,Travel_Frequently,no,3,32,0,4,1276,0,male,Y,4,0,0,Remote worker,2,0,60.0,4.0,SALES,6101.0,4.0,MARRIED,4,0,3,Sales Executive
181,25.0,18,4.0,2,5301,09-28-2022,2,80,1,Life Sciences,Travel_Frequently,Y,6,80,2,3,209,NO,f,Y,3,2,1,Average,1,1,42.0,2.0,Research&Development,3877.0,1.0,SINGLE,4,0,3,Research Scientist
182,3.0,16,1.0,3,22502,2006-07-07,4,80,1,Life Sciences,Frequently,No,15,37,0,3,933,Yes,female,Y,4,3,1,Transferred from other dept,3,2,29.0,1.0,,11437.0,4.0,MARRIED,4,0,4,Sales Executive
183,21.0,22,4.0,10,13227,12-26-2012,4,80,1,Technical Degree,Travel Rarely,no,8,99,0,4,365,N,M,Y,4,2,0,Key talent,1,0,27.0,1.0,Saless,5434.0,3.0,divorced,3,1,3,Sales Executive
184,6.0,14,1.0,2,8819,03-18-2017,3,80,1,Life Sciences,travel_rarely,no,4,88,1,3,1496,NO,MALE,Y,3,3,2,New hire,2,2,41.0,3.0,research & development,7744.0,4.0,single,1,1,2,Laboratory Technician
185,18.0,24,2.0,2,13782,02-18-2009,4,80,1,Life Sciences,Rarely,Yes,24,90,1,3,1275,False,male,Y,4,3,2,Meets expectations,2,0,34.0,4.0,sales,8952.0,3.0,M,3,1,3,Sales Representative
186,2.0,21,1.0,2,4769,05-07-2020,2,80,1,Medical,Rarely,no,10 km,87,2,3,1075,no,F,Y,2,4,0,,1,0,43.0,4.0,Research&Development,3460.0,3.0,M,2,2,2,Manufacturing Director
187,1.0,11,1.0,1,12492,2011-08-19,2,80,1,,Travel Rarely,no,21,99,1,3,1054,yes,m,Y,3,4,0,High potential,4,0,41.0,2.0,R&D,14915.0,4.0,Single,2,1,5,Laboratory Technician
188,18.0,12,1.0,6,22883,12/06/2014,3,80,1,Life Sciences,Travel Frequently,No,5,41,0,3,1006,0,MALE,Y,3,4,3,Exceeded expectations,3,3,36.0,1.0,Research and Development,11712.0,3.0,MARRIED,1,6,2,Laboratory Technician
189,2.0,22,4.0,1,20564,02-09-2016,3,80,1,Life Sciences,Rarely,Y,2,38,1,3,1449,No,MALE,Y,3,2,0,Key talent,1,1,29.0,3.0,Sale,5566.0,3.0,single,3,0,3,Sales Executive
190,13.0,16,,8,5345,2015-02-24,3,80,1,Life Sciences,Travel_Rarely,NO,1,78,2,4,771,Y,F,Y,3,2,5,Exceeded expectations,3,0,23.0,1.0,Research and Development,10726.0,3.0,M,3,0,1,Laboratory Technician
191,4.0,14,1.0,1,4665,2007-08-15,3,80,1,Medical,Travel_Rarely,yes,10,46,1,3,275,False,FEMALE,Y,4,3,1,Meets expectations,2,3,32.0,2.0,research & development,nan,3.0,Single,2,0,2,Healthcare Representative
192,13.0,13,0.0,13,26807,04-20-2008,2,80,1,Technical Degree,Rarely,N,1,83,3,3,624,no,m,Y,3,3,4,Meets expectations,4,1,44.0 years,4.0,Saless,14739.0,3.0,Married,2,1,4,Sales Executive
193,23.0,17,2.0,1,12784,03-12-2008,4,80,1,Other,Travel_Rarely,N,2 km,73,1,3,1438,NO,f,Y,1,2,1,Transferred from other dept,1,2,38.0,2.0,research & development,3547.0,2.0,SINGLE,4,1,2,Research Scientist
194,39.0,17,4.0,10,14366,2015-02-02,3,80,1,Medical,Travel Frequently,Yes,6,61,0,3,1190,False,FEMALE,Y,3,3,1,New hire,2,0,25.0,3.0,Research & Development,$8372.0,3.0,DIVORCED,4,1,1,Manufacturing Director
195,4.0,12,0.0,2,20926,08-31-2016,4,80,1,Life Sciences,travel_frequently,Y,6,64,2,4,1051,N,male,Y,3,1,0,Meets expectations,2,0,38.0,4.0,R&D,9128.0,2.0,Single,3,2,3,Research Scientist
196,4.0,18,1.0,1,11325,11-26-2010,4,80,1,Technical Degree,Travel Rarely,No,7,78,0,3,1307,No,male,Y,3,2,1,Exceeded expectations,2,1,40.0,4.0,R&D,7117.0,3.0,MARRIED,2,1,1,Healthcare Representative
197,39.0,21,1.0,1,7440,09-15-2022,3,80,1,Medical,travel_frequently,N,1,83,1,3,1158,True,m,Y,1,3,1,Recently promoted,2,2,29.0,3.0,Research & Development,9633.0,3.0,MARRIED,1,1,1,Healthcare Representative
198,19.0,11,2.0,9,26532,2008-01-03,2,80,1,Life Sciences,Rarely,NO,3,45,0,3,604,False,female,Y,4,2,1,Key talent,1,1,38.0,3.0,Research and Development,5573.0,3.0,M,2,4,4,Research Scientist
199,0.0,21,2.0,0,9110,2009-03-28,4,80,1,Technical Degree,Rarely,Y,7,41,0,3,948,YES,M,Y,4,1,0,Recently promoted,3,1,37.0,3.0,Human Resources,7486.0,2.0,M,4,0,4,Human Resources
200,8.0,20,1.0,2,22264,01/11/2020,1,80,1,Marketing,travel_rarely,N,28,37,0,3,1062,Y,Female,Y,4,2,0,Exceeded expectations,2,2,26.0,4.0,Saless,8449.0,1.0,M,3,2,4,Sales Executive
201,1.0,17,1.0,1,21121,2013-02-05,2,80,1,Marketing,Travel_Rarely,Y,10,50,0,3,1199,Yes,FEMALE,Y,1,2,0,Remote worker,5,0,40.0,4.0,Research&Development,16390.0,,married,4,1,4,Laboratory Technician
202,40.0,20,6.0,16,20815,2020-09-02,1,80,1,Medical,None,Yes,20,77,1,3,571,False,M,Y,3,2,3,Top performer,1,1,42.0,4.0,R&D,5805.0,3.0,DIVORCED,3,2,3,Research Scientist
203,1.0,22,1.0,1,19771,11-17-2005,4,80,1,Life Sciences,travel_rarely,no,11,37,1,3,622,N,f,Y,3,2,1,,3,0,46.0,3.0,Research&Development,12416.0,3.0,S,4,1,1,Manufacturing Director
204,8.0,11,1.0,1,13495,06/06/2007,4,80,1,Life Sciences,Travel_Rarely,No,7,57,1,3,979,True,Male,Y,3,1,0,Key talent,4,0,46.0,1.0,R&D,14292.0,1.0,M,3,1,4,Laboratory Technician
205,10.0,23,3.0,10,11629,10-18-2015,4,80,1,Medical,travel_frequently,NO,1,39,4,3,1406,no,m,Y,1,2,1,Remote worker,3,0,24.0,4.0,Research & Development,13497.0,,Divorsed,1,0,4,Research Scientist
206,27.0,22,0.0,11,21749,2011-01-04,3,80,1,Life Sciences,Rarely,Yes,8,81,0,3,373,no,Female,Y,3,2,0,Recently promoted,4,2,28.0 years,4.0,Research & Development,13731.0,4.0,Divorced,1,5,4,Research Scientist
207,18.0,24,1.0,1,17533,04-21-2006,1,80,1,Medical,Rarely,no,7,44,1,3,153,No,F,Y,4,2,1,High potential,3,2,41.0,4.0,Sales,11937.0,3.0,D,4,1,3,Sales Representative
208,2.0,13,1.0,2,20823,2020-08-10,4,80,1,,Travel Rarely,NO,7,33,0,3,1178,no,Male,Y,4,2,1,Top performer,2,0,41.0,3.0,R&D,9207.0,1.0,Married,3,2,2,Research Scientist
209,8.0,13,4.0,1,13365,05/05/2014,3,80,1,Marketing,travel_rarely,no,5,91,0,4,987,Yes,female,Y,3,4,0,,2,0,nan,3.0,Research & Development,7853.0,2.0,SINGLE,2,1,7,Healthcare Representative
210,30.0,20,1.0,0,14099,02-23-2020,3,80,1,Medical,Travel_Rarely,no,6,33,0,3,844,False,F,Y,4,3,0,Recently promoted,1,0,nan,1.0,Sales,6168.0,4.0,Married,4,0,4,Sales Executive
211,13.0,24,1.0,8,3316,2021-10-07,2,80,1,Marketing,None,NO,3,70,1,3,376,0,MALE,Y,4,3,8,New hire,2,3,42.0,4.0,SALES,7107.0,3.0,M,2,2,5,Sales Representative
212,11.0,12,3.0,7,7204,2013-04-17,2,80,1,Marketing,Travel Rarely,yes,5,84,0,3,982,no,f,Y,3,3,1,Transferred from other dept,1,1,47.0,4.0,Research & Development,4366.0,2.0,married,4,6,2,Healthcare Representative
213,14.0,24,0.0,1,23388,2022-09-29,4,80,1,Medical,Travel Rarely,No,1,57,1,3,731,Y,male,Y,3,2,0,On PIP,3,3,nan,2.0,Saless,9031.0,4.0,married,4,1,2,Sales Representative
214,3.0,20,5.0,0,15512,11/05/2012,2,80,1,Life Sciences,Travel_Rarely,no,13,76,0,3,1348,N,MALE,Y,2,6,0,Meets expectations,2,2,42.0,4.0,R&D,$8362.0,2.0,DIVORCED,2,0,2,Laboratory Technician
215,13.0,23,1.0,1,2684,11/08/2010,2,80,1,Life Sciences,Rarely,N,1,38,1,3,669,No,Male,Y,3,0,0,Meets expectations,2,0,34.0,2.0,SALES,8487.0,4.0,M,2,1,4,Sales Executive
216,2.0,15,4.0,2,8440,02/08/2020,3,80,1,Life Sciences,Travel Frequently,No,1,31,2,3,1378,0,female,Y,1,2,0,Remote worker,1,0,43.0,3.0,research & development,6768.0,1.0,DIVORCED,3,2,2,Manufacturing Director
217,,14,2.0,5,13735,2014-11-10,2,80,1,Life Sciences,Travel_Frequently,yes,4,96,3,3,275,False,FEMALE,Y,1,2,3,Key talent,5,1,30.0,2.0,sales,18186.0,2.0,Married,4,3,1,Sales Executive
218,22.0,23,3.0,1,5087,2021-04-03,1,80,1,Life Sciences,Travel_Rarely,Y,8,77,1,3,665,NO,M,Y,4,4,0,Good performer,1,0,34.0,3.0,H.R.,4572.0,3.0,MARRIED,1,1,5,Human Resources
219,0.0,16,3.0,0,11867,2012-12-17,4,80,1,Life Sciences,travel_rarely,Yes,4,98,0,3,1269,N,Male,Y,4,5,0,Exceeded expectations,1,0,32.0 years,2.0,sales,3232.0,2.0,married,3,0,1,Manager
220,5.0,12,3.0,1,20497,07-20-2010,3,80,1,Medical,travel_frequently,NO,2,57,1,3,870,1,FEMALE,Y,2,4,1,Average,1,0,37.0,3.0,Saless,nan,1.0,MARRIED,1,1,4,Sales Executive
221,3.0,24,1.0,3,19341,04-12-2009,4,80,1,Technical Degree,Rarely,No,6,43,0,3,361,N,Male,Y,3,2,0,,5,1,57.0,4.0,Research&Development,$18666.0,4.0,Single,2,0,3,Research Scientist
222,2.0,14,1.0,0,7778,09/07/2006,3,80,1,Life Sciences,Travel Rarely,NO,3,75,0,3,630,No,FEMALE,Y,3,5,0,Flight risk,5,1,20.0,2.0,research & development,18132.0,,S,4,0,4,Research Scientist
223,18.0,22,1.0,4,18029,30/01/2006,2,80,1,Medical,Travel Rarely,Yes,21,42,3,3,1494,Yes,f,Y,3,1,0,Remote worker,3,0,43.0,4.0,R&D,12626.0,4.0,DIVORCED,4,4,3,Laboratory Technician
224,11.0,17,2.0,1,10079,11-28-2021,3,80,1,Medical,travel_rarely,Y,20,45,1,3,990,NO,M,Y,2,3,1,Needs improvement,4,1,22.0,3.0,Sale,13682.0,2.0,Single,4,1,4,Sales Representative
225,1.0,11,3.0,1,24412,07-09-2004,2,80,1,Life Sciences,Rarely,NO,5 km,69,1,3,1320,No,female,Y,4,5,1,,1,0,32.0 years,4.0,Sale,4300.0,4.0,married,1,1,4,Sales Executive
226,6.0,23,1.0,1,24084,2015-05-08,2,80,1,Technical Degree,Travel Rarely,No,3,59,0,3,1047,NO,MALE,Y,3,4,1,Average,5,2,46.0,4.0,R&D,15894.0,4.0,M,4,1,1,Research Scientist
227,6.0,21,,2,5094,09/04/2009,1,80,1,Medical,Travel_Rarely,NO,10,94,1,3,684,True,Female,Y,1,2,0,,1,1,37.0,1.0,Sales,4916.0,2.0,MARRIED,3,1,1,Sales Executive
228,1.0,13,3.0,1,21191,2023-08-29,1,80,1,Life Sciences,Travel_Rarely,no,1,87,1,4,914,No,F,Y,3,3,0,Remote worker,1,0,27.0,3.0,Sales,4882.0,3.0,MARRIED,3,0,2,Sales Representative
229,16.0,11,3.0,2,16821,2022-01-25,3,80,1,Marketing,Travel_Rarely,No,5 km,77,2,3,1407,Y,female,Y,4,2,1,Transferred from other dept,1,1,nan,1.0,Human Resourses,5310.0,4.0,single,3,2,3,Human Resources
230,4.0,12,3.0,1,9582,14/07/2009,1,80,1,Life Sciences,Travel_Rarely,No,3 km,78,0,3,401,Yes,Male,Y,4,1,0,Top performer,2,1,43.0 years,3.0,SALES,7806.0,1.0,MARRIED,4,0,4,Manager
